timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1669134002821,343,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,343,0,81
1669134002878,386,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,386,0,80
1669134002516,751,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,751,0,86
1669134002757,512,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,512,0,94
1669134002685,677,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,677,0,0
1669134003016,364,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,364,0,0
1669134002948,526,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,526,0,0
1669133999962,3606,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,3606,0,3114
1669134003076,509,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,509,0,0
1669134003141,521,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,521,0,78
1669134003324,436,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,436,0,0
1669134003264,496,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,496,0,0
1669134003475,388,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,522,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,388,0,71
1669134003236,650,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,649,0,0
1669134003380,586,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,586,0,78
1669134003696,365,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,365,0,72
1669134003508,663,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,663,0,0
1669134003832,340,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,340,0,94
1669134003966,309,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,309,0,0
1669134004062,303,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,303,0,0
1669134004016,445,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,445,0,97
1669134003632,832,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,832,0,86
1669134004123,351,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,351,0,0
1669134003569,983,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,983,0,0
1669134003759,803,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,803,0,0
1669134004461,213,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,213,0,0
1669134003887,880,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,880,0,95
1669134004243,533,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,533,0,0
1669134004244,615,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,615,0,80
1669134004436,425,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,425,0,70
1669134004340,527,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,527,0,88
1669134004620,340,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,340,0,89
1669134004740,232,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,232,0,92
1669134004552,512,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,522,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,512,0,88
1669134004523,543,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,543,0,0
1669134004859,309,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,309,0,0
1669134004972,200,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,200,0,0
1669134004675,498,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,498,0,93
1669134004835,430,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,430,0,0
1669134004924,437,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,437,0,90
1669134005060,304,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,304,0,0
1669134005060,307,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,307,0,0
1669134005132,346,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,346,0,0
1669134005244,318,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,318,0,0
1669134005244,417,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,417,0,89
1669134005361,300,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,300,0,0
1669134005365,397,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,397,0,74
1669134005661,112,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,112,0,0
1669134005436,435,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,435,0,75
1669134005562,401,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,401,0,76
1669134005562,410,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,410,0,82
1669134005662,312,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,312,0,91
1669134005800,263,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,263,0,0
1669134005964,198,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,198,0,0
1669134005964,214,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,214,0,95
1669134005762,502,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,502,0,0
1669134005872,393,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,393,0,0
1669134006041,236,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,236,0,83
1669134006064,301,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,301,0,83
1669134006265,196,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,196,0,0
1669134006162,303,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,303,0,91
1669134006265,314,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,314,0,90
1669134006304,357,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,357,0,91
1669134006365,314,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,314,0,0
1669134006461,220,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,220,0,69
1669134006662,112,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,112,0,0
1669134006568,302,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,302,0,87
1669134006568,302,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,302,0,0
1669134006662,212,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,212,0,0
1669134006819,244,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,244,0,0
1669134006870,203,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,203,0,0
1669134006976,98,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,98,0,0
1669134006775,303,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,303,0,102
1669134006976,194,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,194,0,75
1669134007065,195,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,195,0,86
1669134007170,104,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,522,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,104,0,0
1669134007075,286,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,286,0,88
1669134007260,108,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,108,0,0
1669134007261,120,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,120,0,88
1669134007360,113,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,113,0,0
1669134007361,203,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,203,0,80
1669134007473,191,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,191,0,0
1669134007474,196,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,196,0,72
1669134007564,109,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,109,0,0
1669134007657,117,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,117,0,88
1669134007657,125,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,125,0,90
1669134007775,94,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,94,0,0
1669134007775,187,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,187,0,91
1669134007952,36,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,36,0,0
1669134007952,115,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,115,0,0
1669134007870,204,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,204,0,85
1669134008067,100,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,100,0,0
1669134008067,202,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,202,0,78
1669134008257,112,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,112,0,0
1669134008168,293,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,293,0,97
1669134008257,216,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,216,0,88
1669134008369,105,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,105,0,0
1669134008370,193,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,193,0,92
1669134008473,194,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,194,0,0
1669134008462,205,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,205,0,0
1669134008563,122,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,122,0,0
1669134008609,175,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,175,0,79
1669134008667,205,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,205,0,77
1669134008784,106,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,106,0,0
1669134008872,190,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,190,0,0
1669134008786,291,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,291,0,92
1669134008961,116,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,116,0,0
1669134008891,274,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,274,0,85
1669134009063,198,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,198,0,84
1669134009063,210,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,210,0,82
1669134009165,109,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,109,0,0
1669134009261,108,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,108,0,0
1669134009261,123,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,123,0,90
1669134009325,236,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,236,0,89
1669134009370,193,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,193,0,81
1669134009485,85,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,85,0,0
1669134009485,176,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,175,0,72
1669134009561,108,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,108,0,0
1669134009661,99,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,99,0,0
1669134009662,115,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,115,0,80
1669134009837,35,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,35,0,0
1669134009760,203,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,522,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,203,0,0
1669134009760,210,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,210,0,78
1669134009873,187,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,187,0,84
1669134009963,121,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,121,0,90
1669134010085,85,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,85,0,0
1669134010060,110,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,110,0,0
1669134010165,197,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,197,0,0
1669134010253,109,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,109,0,0
1669134010253,240,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,240,0,0
1669134010362,131,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,131,0,0
1669134010773,90,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,90,0,0
1669134010493,387,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,523,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,387,0,308
1669134010362,604,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,604,0,412
1669134010638,330,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,330,0,165
1669134010773,291,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,291,0,70
1669134010863,299,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,299,0,98
1669134010638,609,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,525,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,529,0,163
1669134010638,622,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,622,0,167
1669134010493,770,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,770,0,312
1669134011065,299,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,299,0,0
1669134010863,600,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-3,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,600,0,99
1669134010926,539,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,539,0,80
1669134010990,480,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-5,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,480,0,0
1669134011065,499,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-1,text,true,,523,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,499,0,0
1669134011134,527,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-7,text,true,,522,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,527,0,0
1669134011247,420,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-6,text,true,,525,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,420,0,0
1669134011222,446,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-9,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,446,0,0
1669134011326,534,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-10,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,534,0,0
1669134011365,503,dish-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-4,text,true,,524,1744,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,503,0,93
1669134011534,428,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-2,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,428,0,0
1669134011422,540,option-dispo,200,OK,bzm - Concurrency Thread Group-ThreadStarter 2-8,text,true,,524,1571,10,11,https://cisqa1.services.uat.tbst.me/event/zelty,540,0,0
